"taskId","repeat","path","previousStartSeq","currentStartSeq","previousCallId","currentCallId","previousOk","currentOk","successfulReadBack","comparableOutputs","sameVisibleOutput","previousOutputSha256","currentOutputSha256","interveningSuccessfulMutations"
"h01-config-pipeline","3","src/merge.mjs","35","99","call_07_EaHGHCepi0L4HRQHcXhN0031","call_00_R5PakuAuuDnh2ynqkyVM2537","true","true","true","true","false","4aa593488bb78234db26dba2e478ed840907b5b9a3339f9fea386ebeb02e55d4","ded635836f28f3c40c2a9e84d90f2d94dd294b4fc34002fa765d494b121cf937","[{""name"":""write_file"",""callId"":""call_00_lJnGidlU0XZegJpia8sc1369"",""startSeq"":54,""endSeq"":55},{""name"":""write_file"",""callId"":""call_00_HrUYN3wJwjVl425ElVD96816"",""startSeq"":92,""endSeq"":93}]"
"h01-config-pipeline","3","src/env-config.mjs","23","102","call_03_bKoDjDX6qRGTPiMd9HhK3103","call_01_KHSMCDdRTGNm16BsQ25L4927","true","true","true","true","false","fe0eecff2b015b29b00d5e44520939211150093169d6c6cfb7748ee0e5545f44","593b68caea25262b53c32c85e6e5ccd9a1bddca4c186adc396704b7ea51368d1","[{""name"":""edit_file"",""callId"":""call_00_kzm9uIgGTCQNOXh8Ijfv9742"",""startSeq"":75,""endSeq"":76}]"
"h01-config-pipeline","3","src/validate.mjs","38","105","call_08_s7zZyeKRXKfFmPO2lEQo8212","call_02_yePwIFcJWDZjVoMisteG8348","true","true","true","true","false","c7356ab18f692343d74a6059121ebef01dd81a95b7b9259895de0fb183d470b8","83687547a7761d6ff941faaf512e7482de83d0dd4549b9028cb1e2b3f9df78c8","[{""name"":""edit_file"",""callId"":""call_01_0Dygv05VgorVDo51SsnQ5586"",""startSeq"":78,""endSeq"":79}]"
"h01-config-pipeline","3","src/file-config.mjs","26","108","call_04_YVlfdcWGMc19sgQeM5GY4392","call_03_5n7wTA6FoqIl8AdPgDaB1130","true","true","true","true","true","f92ec1a8c0637835eb54496bb8ca6a195e1613aaba6d3db9d9943fd295855d63","f92ec1a8c0637835eb54496bb8ca6a195e1613aaba6d3db9d9943fd295855d63","[]"
"h03-module-navigation","3","routes/dynamic.mjs","33","82","call_01_fxHb2aqMNQDx1izDHelm3278","call_00_B849VDRN6qkh3ctR302s7457","true","true","true","true","true","d5a27bbdd2ea5679e23c3e43854fd11f8748f323252cdb78f8ebb0a6780de882","d5a27bbdd2ea5679e23c3e43854fd11f8748f323252cdb78f8ebb0a6780de882","[]"
"h03-module-navigation","3","public.test.mjs","39","89","call_03_ke78qhn7NpJ145aHzkho8971","call_00_3QfxFzzrT7XRZ4RGF2R97323","true","true","true","true","true","c29c42603e5be42824e5001fc38b4a4d3de710e67d182367193eab513e03e8da","c29c42603e5be42824e5001fc38b4a4d3de710e67d182367193eab513e03e8da","[]"
"h03-module-navigation","3","entry.mjs","14","103","call_00_IiANftudIt7Y80IfTy4O4573","call_00_8OvjZa4d47pdMdPf5b456835","true","true","true","true","false","963afba4644456a94d69f02f71d86609c2008526ffc37a18dbf1629357cf41a0","3a98d6a8c81a230d85d36926bd954edcb671c7444189f891ca466cf6de4d0c08","[{""name"":""write_file"",""callId"":""call_00_1k1x3BOeGujxFsSkG1ua7247"",""startSeq"":75,""endSeq"":76}]"
"h03-module-navigation","3","registry.mjs","17","106","call_01_obrwH2VtYxaR94ZNaiWj4818","call_01_y1ZiKSugPHkvn4lyHztn0924","true","true","true","true","false","dfe590a0eb455539b113defb58e8a1477f53a797dd495e6e92983ca89f9dae46","eb22cc16896a4981978f52aa4241fc3a0227d536afbd91916ecbb5eece10dfa8","[{""name"":""write_file"",""callId"":""call_00_XrPyjz0MiQnaTVzTOifb2486"",""startSeq"":68,""endSeq"":69}]"
"h04-issue-refactor","3","normalize.mjs","14","95","call_00_lDvMMBxKT11SMFG8yCv14764","call_00_MWVqqFVRtZXHGlXiiovV4767","true","true","true","true","false","d6aeea44b071654e31460df3849427926c464b8c92fdcaeb68402a049c0ed5e0","234bd736ca63d49295807ed391383522c7305400d28c4f986bceef7deeef3436","[{""name"":""write_file"",""callId"":""call_00_TG5R739zmJ02Ka5PwO8t8644"",""startSeq"":60,""endSeq"":61}]"
"h04-issue-refactor","3","consumers/list.mjs","20","98","call_02_nrhNCozNtU24EUax18mV4272","call_01_WKNHmO4rkAeX5a3nHK0Q2507","true","true","true","true","false","c3c7487d1bf125375c8de9e30615ab85f04a9ab4f4670fdd1a60488655a0d8ef","2c928b446fcc5968ba31f9f993ea0fcfb9be3a4aeade20538ee25fab4ec6fe06","[{""name"":""write_file"",""callId"":""call_00_D0kRsFMOtK16MpeAEkx49940"",""startSeq"":67,""endSeq"":68}]"
"h04-issue-refactor","3","consumers/search.mjs","23","101","call_03_n2l2oqTGmJM6XpE0yEer2106","call_02_IxXZwd7dXlJn2iXInNmq5428","true","true","true","true","false","beb0f59d44b5b81700ddd331f587426416a049a42e704a7031975c759f6595c4","918f7177ff07cdc1684ee4a053c53eaab4e6845f55d23b18c5e109abd1d8f99c","[{""name"":""write_file"",""callId"":""call_00_G8a8q4N5foyDsAdSBo5s1859"",""startSeq"":74,""endSeq"":75}]"
"h04-issue-refactor","3","consumers/activity.mjs","26","104","call_04_Ti9YJIRcLMxX6mzpbjss5399","call_03_vbDpiC8DujhYR7yaCj7E5485","true","true","true","true","false","1a001c5ac9cf9c17946335da7566de7a8e64543f7b7e68dd48d6e12c445c224d","cd2b2d71ce25f5ef8ff0d09e91c7bb6f212e6c0d531f20d49365db2cf2c4e0f5","[{""name"":""write_file"",""callId"":""call_00_TVbpOYo3LO00BMYg8hLg0455"",""startSeq"":81,""endSeq"":82}]"
"m01-report","3","parser.mjs","14","37","call_00_pIIGcTbwo65F5WeNUbMh5682","call_00_rPix4sFClPIw04X3U2lb9581","true","true","true","true","false","5e9db7e9d57fd9e79d9c1f43e9759f85bbfd4fabc4085c00e7777b9570fd533e","20f0b38b7fa2907ee2fe98eb59dce9b4983eb838bb2282a7662f0160b3d0ee97","[{""name"":""write_file"",""callId"":""call_00_FYRGxbSSywcmvdBTWfKJ1764"",""startSeq"":27,""endSeq"":28}]"
"m01-report","3","report.mjs","17","40","call_01_gwnt4DacXMDXnPkupF7i1567","call_01_8j8bFo0rQIvibo2hmZwq2345","true","true","true","true","false","62108370ca22a7cfc7977eeb0261fc6e443315069b45cde9b116896dfaff21a1","bd019271b55c8dc87de956649ca0131a75e3e175824199609dddbc1ab105dc46","[{""name"":""write_file"",""callId"":""call_01_o93eOWklr58D15Qch46w7381"",""startSeq"":30,""endSeq"":31}]"
"m02-options","3","resolver.mjs","20","43","call_02_vMPvjGBJECv5FwSgMGyt0817","call_00_bisaBA1mklalmyJsETtd9588","true","true","true","true","false","e6254244b857c5f137242f3219262ed8ee8eb9a721dea6591862b14de7cf5ec4","43db5da72af236e3055111ddbab2ecc174d841fcbb45fc401bbabb76bf0d5b5e","[{""name"":""write_file"",""callId"":""call_01_1JrQ0FmHkoQlqfuzi2kk1576"",""startSeq"":33,""endSeq"":34}]"
"m02-options","3","formatter.mjs","17","46","call_01_ewebDAaUdFZCvB7DdXwd2112","call_01_GHFW8dQIMdXzezrIyzsS0691","true","true","true","true","false","fcf97cb743f27295d7e3ecb90906e90db6cd2827e9fbe46befd7539280ff72c7","efc786fc7e4d41af75d3b544d951113e7a91cc77334c475d36449cfaab6ad074","[{""name"":""write_file"",""callId"":""call_02_Duy04zjpoRX3DAyPuPuR0538"",""startSeq"":36,""endSeq"":37}]"
"m02-options","3","defaults.mjs","14","49","call_00_IzJHVKEo8jjQ0OBYLrkm1822","call_02_aJzwjezyG0cyc4J2zwyq5732","true","true","true","true","false","3ad59ce476bd535040ad1f2a9735f1e62306eef6fdf2ee72dcd1b123f3b677d8","19c3c91218973317e6c16047d704a7a0730d16e0af566a1eb10d92063c099065","[{""name"":""write_file"",""callId"":""call_00_ibveu6QyrNMhSJilsxAv5561"",""startSeq"":30,""endSeq"":31}]"
