"taskId","variant","repeat","name","canonicalArguments","occurrences","repeats","startSeqs","dispatchedStartSeqs"
"m02-options","context","2","list_files","{""path"":"".""}","2","1","[7,56]","[7,56]"
"m02-options","context","2","read_file","{""path"":""defaults.mjs""}","2","1","[14,43]","[14,43]"
"m02-options","context","2","read_file","{""path"":""formatter.mjs""}","2","1","[17,49]","[17,49]"
"m02-options","context","2","read_file","{""path"":""resolver.mjs""}","2","1","[20,46]","[20,46]"
"m02-options","context","2","read_file","{""path"":""public.test.mjs""}","2","1","[23,63]","[23,63]"
"m02-options","optimizer","2","list_files","{""path"":"".""}","2","1","[9,49]","[9,49]"
"m02-options","optimizer","2","read_file","{""path"":""defaults.mjs""}","2","1","[16,62]","[16,62]"
"m02-options","optimizer","2","read_file","{""path"":""resolver.mjs""}","2","1","[19,56]","[19,56]"
"m02-options","optimizer","2","read_file","{""path"":""formatter.mjs""}","2","1","[22,59]","[22,59]"
"m02-options","full","2","read_file","{""path"":""defaults.mjs""}","2","1","[16,45]","[16,45]"
"m02-options","full","2","read_file","{""path"":""resolver.mjs""}","2","1","[19,48]","[19,48]"
"m02-options","full","2","read_file","{""path"":""formatter.mjs""}","2","1","[22,51]","[22,51]"
"b01-normalize","optimizer","3","read_file","{""path"":""normalize.mjs""}","2","1","[16,33]","[16,33]"
"b01-normalize","full","3","read_file","{""path"":""normalize.mjs""}","2","1","[16,33]","[16,33]"
"b01-normalize","baseline","3","read_file","{""path"":""normalize.mjs""}","2","1","[7,21]","[7,21]"
"b01-normalize","context","3","read_file","{""path"":""normalize.mjs""}","2","1","[7,21]","[7,21]"
"b02-counter","baseline","3","read_file","{""path"":""counter.mjs""}","2","1","[7,35]","[7,35]"
"b02-counter","context","3","list_files","{""path"":"".""}","2","1","[7,38]","[7,38]"
"b02-counter","context","3","read_file","{""path"":""counter.mjs""}","2","1","[14,31]","[14,31]"
"b03-config","baseline","3","read_file","{""path"":""config.mjs""}","3","2","[7,35,63]","[7,35,63]"
"b03-config","baseline","3","list_files","{""path"":"".""}","2","1","[14,56]","[14,56]"
"b03-config","baseline","3","read_file","{""path"":""public.test.mjs""}","2","1","[21,70]","[21,70]"
"b03-config","context","3","read_file","{""path"":""config.mjs""}","3","2","[7,35,49]","[7,35,49]"
"b03-config","context","3","read_file","{""path"":""public.test.mjs""}","2","1","[21,63]","[21,63]"
"b03-config","optimizer","3","list_files","{""path"":"".""}","2","1","[9,68]","[9,68]"
"b03-config","optimizer","3","read_file","{""path"":""config.mjs""}","4","3","[16,33,54,82]","[16,33,54,82]"
"b03-config","optimizer","3","read_file","{""path"":""public.test.mjs""}","2","1","[19,75]","[19,75]"
"b03-config","full","3","list_files","{""path"":"".""}","2","1","[9,54]","[9,54]"
"b03-config","full","3","read_file","{""path"":""config.mjs""}","3","2","[16,33,61]","[16,33,61]"
"f01-tags","context","3","read_file","{""path"":""tags.mjs""}","2","1","[14,31]","[14,31]"
"f01-tags","optimizer","3","read_file","{""path"":""tags.mjs""}","2","1","[16,33]","[16,33]"
"f01-tags","full","3","read_file","{""path"":""tags.mjs""}","2","1","[16,33]","[16,33]"
"f01-tags","baseline","3","list_files","{""path"":"".""}","2","1","[7,38]","[7,38]"
"f01-tags","baseline","3","read_file","{""path"":""tags.mjs""}","2","1","[14,31]","[14,31]"
"f02-pagination","full","3","read_file","{""path"":""pagination.mjs""}","2","1","[16,33]","[16,33]"
"f02-pagination","baseline","3","read_file","{""path"":""pagination.mjs""}","2","1","[7,21]","[7,21]"
"f03-ranges","full","3","read_file","{""path"":""ranges.mjs""}","2","1","[12,33]","[12,33]"
"f03-ranges","baseline","3","read_file","{""path"":""ranges.mjs""}","2","1","[14,31]","[14,31]"
"f03-ranges","context","3","read_file","{""path"":""ranges.mjs""}","2","1","[14,31]","[14,31]"
"f03-ranges","optimizer","3","read_file","{""path"":""ranges.mjs""}","2","1","[16,33]","[16,33]"
"h01-config-pipeline","baseline","3","read_file","{""path"":""src/index.mjs""}","2","1","[14,119]","[14]"
"h01-config-pipeline","baseline","3","read_file","{""path"":""src/env-config.mjs""}","2","1","[23,113]","[23,113]"
"h01-config-pipeline","baseline","3","read_file","{""path"":""src/file-config.mjs""}","2","1","[26,92]","[26,92]"
"h01-config-pipeline","baseline","3","read_file","{""path"":""src/merge.mjs""}","2","1","[35,89]","[35,89]"
"h01-config-pipeline","baseline","3","read_file","{""path"":""src/validate.mjs""}","2","1","[38,116]","[38,116]"
"h01-config-pipeline","context","3","read_file","{""path"":""src/index.mjs""}","2","1","[14,102]","[14,102]"
"h01-config-pipeline","context","3","read_file","{""path"":""src/defaults.mjs""}","2","1","[20,105]","[20,105]"
"h01-config-pipeline","context","3","read_file","{""path"":""src/env-config.mjs""}","2","1","[23,114]","[23]"
"h01-config-pipeline","context","3","read_file","{""path"":""src/file-config.mjs""}","2","1","[26,116]","[26]"
"h01-config-pipeline","context","3","read_file","{""path"":""src/format.mjs""}","2","1","[29,111]","[29,111]"
"h01-config-pipeline","context","3","read_file","{""path"":""src/merge.mjs""}","2","1","[35,85]","[35,85]"
"h01-config-pipeline","context","3","read_file","{""path"":""src/validate.mjs""}","2","1","[38,108]","[38,108]"
"h01-config-pipeline","optimizer","3","read_file","{""path"":""src/index.mjs""}","2","1","[16,134]","[16,134]"
"h01-config-pipeline","optimizer","3","read_file","{""path"":""src/env-config.mjs""}","2","1","[32,139]","[32]"
"h01-config-pipeline","optimizer","3","read_file","{""path"":""src/merge.mjs""}","2","1","[35,137]","[35]"
"h01-config-pipeline","optimizer","3","read_file","{""path"":""src/validate.mjs""}","2","1","[38,141]","[38]"
"h01-config-pipeline","full","3","list_files","{""path"":"".""}","2","1","[9,92]","[9,92]"
"h01-config-pipeline","full","3","read_file","{""path"":""src/index.mjs""}","2","1","[16,85]","[16,85]"
"h01-config-pipeline","full","3","read_file","{""path"":""src/defaults.mjs""}","2","1","[26,118]","[26,118]"
"h01-config-pipeline","full","3","read_file","{""path"":""src/file-config.mjs""}","2","1","[29,115]","[29,115]"
"h01-config-pipeline","full","3","read_file","{""path"":""src/env-config.mjs""}","2","1","[32,102]","[32,102]"
"h01-config-pipeline","full","3","read_file","{""path"":""src/merge.mjs""}","2","1","[35,99]","[35,99]"
"h01-config-pipeline","full","3","read_file","{""path"":""src/validate.mjs""}","2","1","[38,105]","[38,105]"
"h01-config-pipeline","full","3","read_file","{""path"":""src/format.mjs""}","2","1","[41,124]","[41]"
"h01-config-pipeline","full","3","read_file","{""path"":""src/legacy.mjs""}","2","1","[44,121]","[44,121]"
"h02-chunk-parser","context","3","read_file","{""path"":""src/index.mjs""}","2","1","[10,81]","[10,81]"
"h02-chunk-parser","context","3","read_file","{""path"":""src/tokenizer.mjs""}","2","1","[17,98]","[17,98]"
"h02-chunk-parser","context","3","read_file","{""path"":""src/assembler.mjs""}","2","1","[20,101]","[20,101]"
"h02-chunk-parser","context","3","read_file","{""path"":""src/state.mjs""}","2","1","[23,64]","[23,64]"
"h02-chunk-parser","context","3","read_file","{""path"":""src/line.mjs""}","2","1","[26,61]","[26,61]"
"h02-chunk-parser","context","3","read_file","{""path"":""src/escape.mjs""}","2","1","[29,113]","[29]"
"h02-chunk-parser","context","3","read_file","{""path"":""src/item-schema.mjs""}","2","1","[32,110]","[32,110]"
"h02-chunk-parser","context","3","read_file","{""path"":""src/consumers/read-items.mjs""}","2","1","[35,104]","[35,104]"
"h02-chunk-parser","context","3","read_file","{""path"":""src/consumers/count-items.mjs""}","2","1","[38,107]","[38,107]"
"h03-module-navigation","optimizer","3","list_files","{""path"":"".""}","2","1","[9,94]","[9,94]"
"h03-module-navigation","optimizer","3","read_file","{""path"":""entry.mjs""}","3","2","[16,84,101]","[16,84,101]"
"h03-module-navigation","optimizer","3","read_file","{""path"":""legacy.mjs""}","2","1","[22,107]","[22,107]"
"h03-module-navigation","optimizer","3","read_file","{""path"":""registry.mjs""}","3","2","[25,87,104]","[25,87,104]"
"h03-module-navigation","full","3","list_files","{""path"":"".""}","2","1","[9,94]","[9,94]"
"h03-module-navigation","full","3","read_file","{""path"":""entry.mjs""}","2","1","[16,87]","[16,87]"
"h03-module-navigation","full","3","read_file","{""path"":""legacy.mjs""}","2","1","[22,101]","[22,101]"
"h03-module-navigation","full","3","read_file","{""path"":""registry.mjs""}","2","1","[25,84]","[25,84]"
"h03-module-navigation","baseline","3","list_files","{""path"":"".""}","2","1","[7,89]","[7,89]"
"h03-module-navigation","baseline","3","read_file","{""path"":""entry.mjs""}","2","1","[14,106]","[14,106]"
"h03-module-navigation","baseline","3","read_file","{""path"":""registry.mjs""}","2","1","[17,82]","[17,82]"
"h03-module-navigation","baseline","3","read_file","{""path"":""legacy.mjs""}","2","1","[23,103]","[23,103]"
"h03-module-navigation","baseline","3","read_file","{""path"":""analytics.mjs""}","2","1","[61,96]","[61,96]"
"h03-module-navigation","context","3","list_files","{""path"":"".""}","2","1","[7,99]","[7,99]"
"h03-module-navigation","context","3","read_file","{""path"":""entry.mjs""}","2","1","[14,109]","[14,109]"
"h03-module-navigation","context","3","read_file","{""path"":""legacy.mjs""}","2","1","[23,106]","[23,106]"
"h03-module-navigation","context","3","read_file","{""path"":""routes/static.mjs""}","2","1","[30,89]","[30,89]"
"h03-module-navigation","context","3","read_file","{""path"":""routes/dynamic.mjs""}","2","1","[33,82]","[33,82]"
"h03-module-navigation","context","3","read_file","{""path"":""routes/fallback.mjs""}","2","1","[36,92]","[36,92]"
"h04-issue-refactor","full","3","read_file","{""path"":""normalize.mjs""}","2","1","[16,81]","[16,81]"
"h04-issue-refactor","full","3","read_file","{""path"":""consumers/list.mjs""}","2","1","[22,84]","[22,84]"
"h04-issue-refactor","full","3","read_file","{""path"":""consumers/search.mjs""}","2","1","[25,87]","[25,87]"
"h04-issue-refactor","full","3","read_file","{""path"":""consumers/activity.mjs""}","2","1","[28,90]","[28,90]"
"h04-issue-refactor","full","3","read_file","{""path"":""serialize.mjs""}","2","1","[31,93]","[31]"
"h04-issue-refactor","baseline","3","read_file","{""path"":""normalize.mjs""}","2","1","[14,95]","[14,95]"
"h04-issue-refactor","baseline","3","read_file","{""path"":""consumers/search.mjs""}","2","1","[20,98]","[20,98]"
"h04-issue-refactor","baseline","3","read_file","{""path"":""consumers/activity.mjs""}","2","1","[23,101]","[23,101]"
"h04-issue-refactor","baseline","3","read_file","{""path"":""serialize.mjs""}","2","1","[26,104]","[26,104]"
"h04-issue-refactor","context","3","read_file","{""path"":""normalize.mjs""}","2","1","[14,95]","[14,95]"
"h04-issue-refactor","context","3","read_file","{""path"":""consumers/list.mjs""}","2","1","[17,98]","[17,98]"
"h04-issue-refactor","context","3","read_file","{""path"":""consumers/search.mjs""}","2","1","[20,101]","[20,101]"
"h04-issue-refactor","context","3","read_file","{""path"":""consumers/activity.mjs""}","2","1","[23,104]","[23,104]"
"h04-issue-refactor","context","3","read_file","{""path"":""serialize.mjs""}","2","1","[26,107]","[26]"
"h04-issue-refactor","optimizer","3","read_file","{""path"":""normalize.mjs""}","2","1","[16,85]","[16,85]"
"h04-issue-refactor","optimizer","3","read_file","{""path"":""consumers/list.mjs""}","2","1","[22,102]","[22,102]"
"h04-issue-refactor","optimizer","3","read_file","{""path"":""consumers/search.mjs""}","2","1","[25,88]","[25,88]"
"h04-issue-refactor","optimizer","3","read_file","{""path"":""consumers/activity.mjs""}","2","1","[28,105]","[28]"
"h04-issue-refactor","optimizer","3","read_file","{""path"":""serialize.mjs""}","2","1","[31,107]","[31]"
"h04-issue-refactor","optimizer","3","read_file","{""path"":""public.test.mjs""}","2","1","[47,95]","[47,95]"
"m01-report","baseline","3","read_file","{""path"":""parser.mjs""}","2","1","[14,37]","[14,37]"
"m01-report","baseline","3","read_file","{""path"":""report.mjs""}","2","1","[17,40]","[17,40]"
"m01-report","context","3","list_files","{""path"":"".""}","2","1","[7,47]","[7,47]"
"m01-report","context","3","read_file","{""path"":""parser.mjs""}","2","1","[14,37]","[14,37]"
"m01-report","context","3","read_file","{""path"":""report.mjs""}","2","1","[17,40]","[17,40]"
"m01-report","optimizer","3","list_files","{""path"":"".""}","2","1","[9,39]","[9,39]"
"m01-report","optimizer","3","read_file","{""path"":""parser.mjs""}","2","1","[16,46]","[16,46]"
"m01-report","optimizer","3","read_file","{""path"":""report.mjs""}","2","1","[19,49]","[19,49]"
"m01-report","full","3","list_files","{""path"":"".""}","2","1","[9,60]","[9,60]"
"m01-report","full","3","read_file","{""path"":""parser.mjs""}","2","1","[16,46]","[16,46]"
"m01-report","full","3","read_file","{""path"":""report.mjs""}","2","1","[19,43]","[19,43]"
"m02-options","context","3","list_files","{""path"":"".""}","2","1","[7,56]","[7,56]"
"m02-options","context","3","read_file","{""path"":""defaults.mjs""}","2","1","[14,43]","[14,43]"
"m02-options","context","3","read_file","{""path"":""formatter.mjs""}","2","1","[17,49]","[17,49]"
"m02-options","context","3","read_file","{""path"":""resolver.mjs""}","2","1","[20,46]","[20,46]"
"m02-options","optimizer","3","read_file","{""path"":""defaults.mjs""}","2","1","[16,58]","[16,58]"
"m02-options","optimizer","3","read_file","{""path"":""resolver.mjs""}","2","1","[19,52]","[19,52]"
"m02-options","optimizer","3","read_file","{""path"":""formatter.mjs""}","2","1","[22,55]","[22,55]"
"m02-options","optimizer","3","read_file","{""path"":""public.test.mjs""}","2","1","[25,45]","[25,45]"
"m02-options","full","3","list_files","{""path"":"".""}","2","1","[9,72]","[9,72]"
"m02-options","full","3","read_file","{""path"":""defaults.mjs""}","2","1","[16,65]","[16,65]"
"m02-options","full","3","read_file","{""path"":""resolver.mjs""}","2","1","[19,59]","[19,59]"
"m02-options","full","3","read_file","{""path"":""formatter.mjs""}","2","1","[22,62]","[22,62]"
"m02-options","full","3","read_file","{""path"":""public.test.mjs""}","2","1","[25,52]","[25,52]"
"m02-options","baseline","3","list_files","{""path"":"".""}","2","1","[7,56]","[7,56]"
"m02-options","baseline","3","read_file","{""path"":""defaults.mjs""}","2","1","[14,49]","[14,49]"
"m02-options","baseline","3","read_file","{""path"":""formatter.mjs""}","2","1","[17,46]","[17,46]"
"m02-options","baseline","3","read_file","{""path"":""resolver.mjs""}","2","1","[20,43]","[20,43]"
