"runId","taskId","suite","variant","repeat","orderIndex","passed","failureReason","termination","runEndSeq","failedAssertions","modelErrorResponseSeqs","toolErrorSeqs","journalPath","resultPath","publicOutputPath","acceptanceOutputPath"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h02-chunk-parser","H","context","3","124","false","tool_limit","tool_limit","115","[]","[]","[]","attempts/h02-chunk-parser-context-3/journal.jsonl","attempts/h02-chunk-parser-context-3/result.json","attempts/h02-chunk-parser-context-3/public-output.txt","attempts/h02-chunk-parser-context-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h02-chunk-parser","H","optimizer","3","125","false","model_error","model_error","61","[{""suite"":""public"",""name"":""CRLF split across chunks ends one record"",""testId"":3,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'a',\n      'one'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'b',\n      'two'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""public"",""name"":""doubled quotes unescape across chunks"",""testId"":4,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""every two-way chunk split matches whole input"",""testId"":1,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""quoted CRLF is preserved and outside CRLF is a delimiter"",""testId"":2,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'x',\n      'line\\r\\nnext'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'y',\n      'z'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""doubled quotes spanning chunks become one quote"",""testId"":3,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""open quote and bare CR have distinct errors"",""testId"":6,""message"":""Missing expected exception."",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""both consumers preserve quoted contents and count the same rows"",""testId"":7,""message"":""COLUMN_COUNT"",""code"":""ERR_TEST_FAILURE""}]","[60]","[]","attempts/h02-chunk-parser-optimizer-3/journal.jsonl","attempts/h02-chunk-parser-optimizer-3/result.json","attempts/h02-chunk-parser-optimizer-3/public-output.txt","attempts/h02-chunk-parser-optimizer-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h02-chunk-parser","H","full","3","126","false","model_error","model_error","61","[{""suite"":""public"",""name"":""CRLF split across chunks ends one record"",""testId"":3,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'a',\n      'one'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'b',\n      'two'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""public"",""name"":""doubled quotes unescape across chunks"",""testId"":4,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""every two-way chunk split matches whole input"",""testId"":1,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""quoted CRLF is preserved and outside CRLF is a delimiter"",""testId"":2,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'x',\n      'line\\r\\nnext'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'y',\n      'z'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""doubled quotes spanning chunks become one quote"",""testId"":3,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""open quote and bare CR have distinct errors"",""testId"":6,""message"":""Missing expected exception."",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""both consumers preserve quoted contents and count the same rows"",""testId"":7,""message"":""COLUMN_COUNT"",""code"":""ERR_TEST_FAILURE""}]","[60]","[]","attempts/h02-chunk-parser-full-3/journal.jsonl","attempts/h02-chunk-parser-full-3/result.json","attempts/h02-chunk-parser-full-3/public-output.txt","attempts/h02-chunk-parser-full-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h02-chunk-parser","H","baseline","3","127","false","model_error","model_error","53","[{""suite"":""public"",""name"":""CRLF split across chunks ends one record"",""testId"":3,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'a',\n      'one'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'b',\n      'two'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""public"",""name"":""doubled quotes unescape across chunks"",""testId"":4,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""every two-way chunk split matches whole input"",""testId"":1,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""quoted CRLF is preserved and outside CRLF is a delimiter"",""testId"":2,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'x',\n      'line\\r\\nnext'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'y',\n      'z'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""doubled quotes spanning chunks become one quote"",""testId"":3,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""open quote and bare CR have distinct errors"",""testId"":6,""message"":""Missing expected exception."",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""both consumers preserve quoted contents and count the same rows"",""testId"":7,""message"":""COLUMN_COUNT"",""code"":""ERR_TEST_FAILURE""}]","[52]","[]","attempts/h02-chunk-parser-baseline-3/journal.jsonl","attempts/h02-chunk-parser-baseline-3/result.json","attempts/h02-chunk-parser-baseline-3/public-output.txt","attempts/h02-chunk-parser-baseline-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","full","3","132","false","tool_limit","tool_limit","95","[]","[]","[]","attempts/h04-issue-refactor-full-3/journal.jsonl","attempts/h04-issue-refactor-full-3/result.json","attempts/h04-issue-refactor-full-3/public-output.txt","attempts/h04-issue-refactor-full-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","context","3","134","false","tool_limit","tool_limit","109","[]","[]","[]","attempts/h04-issue-refactor-context-3/journal.jsonl","attempts/h04-issue-refactor-context-3/result.json","attempts/h04-issue-refactor-context-3/public-output.txt","attempts/h04-issue-refactor-context-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","optimizer","3","135","false","tool_limit","tool_limit","109","[]","[]","[]","attempts/h04-issue-refactor-optimizer-3/journal.jsonl","attempts/h04-issue-refactor-optimizer-3/result.json","attempts/h04-issue-refactor-optimizer-3/public-output.txt","attempts/h04-issue-refactor-optimizer-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","baseline","3","136","false","acceptance_test","completed","47","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[]","attempts/m01-report-baseline-3/journal.jsonl","attempts/m01-report-baseline-3/result.json","attempts/m01-report-baseline-3/public-output.txt","attempts/m01-report-baseline-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","context","3","137","false","acceptance_test","completed","54","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[]","attempts/m01-report-context-3/journal.jsonl","attempts/m01-report-context-3/result.json","attempts/m01-report-context-3/public-output.txt","attempts/m01-report-context-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","optimizer","3","138","false","acceptance_test","completed","56","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[]","attempts/m01-report-optimizer-3/journal.jsonl","attempts/m01-report-optimizer-3/result.json","attempts/m01-report-optimizer-3/public-output.txt","attempts/m01-report-optimizer-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","full","3","139","false","acceptance_test","completed","67","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[{""startSeq"":53,""endSeq"":54,""errorCode"":""permission_denied""}]","attempts/m01-report-full-3/journal.jsonl","attempts/m01-report-full-3/result.json","attempts/m01-report-full-3/public-output.txt","attempts/m01-report-full-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m02-options","S","full","3","142","false","acceptance_test","completed","79","[{""suite"":""acceptance"",""name"":""invalid overrides and values use specified errors"",""testId"":4,""message"":""The error is expected to be an instance of \""RangeError\"". Received \""TypeError\""\n\nError message:\n\nprecision must be an integer"",""code"":""ERR_TEST_FAILURE""}]","[]","[{""startSeq"":45,""endSeq"":46,""errorCode"":""permission_denied""}]","attempts/m02-options-full-3/journal.jsonl","attempts/m02-options-full-3/result.json","attempts/m02-options-full-3/public-output.txt","attempts/m02-options-full-3/acceptance-output.txt"
