"taskId","suite","repeat","variant","passed","functionalPass","termination","failureReason","workerAttempts","workerDispatched","workerSuccessfulResponses","modelRequests","toolStarts","toolCalls","skippedToolStarts","toolErrors","exactRepeatCount","consecutiveRepeatCount","dispatchedExactRepeatCount","dispatchedConsecutiveRepeatCount","readBackCount","observationOnly","peakRequestChars","peakEstimatedInputTokens","thresholdRequests","eligibleCompactionRequests","inputTokens","outputTokens","knownInputTokens","knownOutputTokens","changedPaths","publicPassed","publicPassedTests","publicFailedTests","publicFailedNames","acceptancePassed","acceptancePassedTests","acceptanceFailedTests","acceptanceFailedNames","compactions","optimizerOutputs"
"f03-ranges","S","3","full","true","true","completed","null","5","5","5","6","5","5","0","0","1","0","1","0","1","0","7952","1867","0","0","7649","1103","7649","1103","ranges.mjs","true","2","0","","true","5","0","","0","1"
"f03-ranges","S","3","baseline","true","true","completed","null","5","5","5","5","5","5","0","0","1","0","1","0","1","0","7009","1632","0","0","6320","946","6320","946","ranges.mjs","true","2","0","","true","5","0","","0","0"
"f03-ranges","S","3","context","true","true","completed","null","5","5","5","5","5","5","0","0","1","0","1","0","1","0","6859","1594","0","0","6282","815","6282","815","ranges.mjs","true","2","0","","true","5","0","","0","0"
"f03-ranges","S","3","optimizer","true","true","completed","null","5","5","5","6","5","5","0","0","1","0","1","0","1","0","7801","1830","0","0","7428","1063","7428","1063","ranges.mjs","true","2","0","","true","5","0","","0","1"
"h01-config-pipeline","H","3","baseline","false","true","tool_limit","tool_limit","11","11","11","11","25","24","1","3","5","0","4","0","4","0","30540","7350","3","3","52813","4260","52813","4260","src/env-config.mjs;src/merge.mjs;src/validate.mjs","true","4","0","","true","10","0","","0","0"
"h01-config-pipeline","H","3","context","false","true","tool_limit","tool_limit","9","9","9","10","26","24","2","2","7","0","5","0","5","0","23883","5717","1","1","37829","3474","37829","3474","src/env-config.mjs;src/merge.mjs;src/validate.mjs","true","4","0","","true","10","0","","1","0"
"h01-config-pipeline","H","3","optimizer","false","false","tool_limit","tool_limit","15","15","15","16","27","24","3","5","4","0","1","0","1","0","29242","7011","4","4","72951","4482","72951","4482","src/merge.mjs","true","4","0","","false","8","2","invalid recognized env values throw TypeError;invalid layer objects and invalid final fields fail","0","1"
"h01-config-pipeline","H","3","full","false","true","tool_limit","tool_limit","11","11","11","13","25","24","1","0","9","0","8","0","7","0","21058","5017","1","1","45114","3452","45114","3452","src/env-config.mjs;src/merge.mjs;src/validate.mjs","true","4","0","","true","10","0","","1","1"
"h02-chunk-parser","H","3","context","false","true","tool_limit","tool_limit","8","8","8","10","25","24","1","0","9","0","8","0","8","0","31984","7783","4","2","47896","5442","47896","5442","src/line.mjs;src/state.mjs","true","5","0","","true","9","0","","2","0"
"h02-chunk-parser","H","3","optimizer","false","false","model_error","model_error","6","6","5","7","11","11","0","0","0","0","0","0","0","0","13926","3304","0","0","15094","4556","15094","4556","","false","3","2","CRLF split across chunks ends one record;doubled quotes unescape across chunks","false","4","5","every two-way chunk split matches whole input;quoted CRLF is preserved and outside CRLF is a delimiter;doubled quotes spanning chunks become one quote;open quote and bare CR have distinct errors;both consumers preserve quoted contents and count the same rows","0","1"
"h02-chunk-parser","H","3","full","false","false","model_error","model_error","6","6","5","7","11","11","0","0","0","0","0","0","0","0","13935","3306","0","0","15094","4556","15094","4556","","false","3","2","CRLF split across chunks ends one record;doubled quotes unescape across chunks","false","4","5","every two-way chunk split matches whole input;quoted CRLF is preserved and outside CRLF is a delimiter;doubled quotes spanning chunks become one quote;open quote and bare CR have distinct errors;both consumers preserve quoted contents and count the same rows","0","1"
"h02-chunk-parser","H","3","baseline","false","false","model_error","model_error","3","3","2","3","13","13","0","0","0","0","0","0","0","0","14601","3458","0","0","6500","4560","6500","4560","","false","3","2","CRLF split across chunks ends one record;doubled quotes unescape across chunks","false","4","5","every two-way chunk split matches whole input;quoted CRLF is preserved and outside CRLF is a delimiter;doubled quotes spanning chunks become one quote;open quote and bare CR have distinct errors;both consumers preserve quoted contents and count the same rows","0","0"
"h03-module-navigation","H","3","optimizer","true","true","completed","null","10","10","10","11","23","23","0","0","6","0","6","0","5","0","27930","6689","1","1","40393","3594","40393","3594","entry.mjs;registry.mjs","true","4","0","","true","8","0","","0","1"
"h03-module-navigation","H","3","full","true","true","completed","null","10","10","10","11","21","21","0","0","4","0","4","0","3","0","25025","5981","0","0","39026","3170","39026","3170","entry.mjs;registry.mjs","true","4","0","","true","8","0","","0","1"
"h03-module-navigation","H","3","baseline","true","true","completed","null","11","11","11","11","22","22","0","0","5","0","5","0","4","0","23655","5628","0","0","39261","3015","39261","3015","entry.mjs;registry.mjs","true","4","0","","true","8","0","","0","0"
"h03-module-navigation","H","3","context","true","true","completed","null","11","11","11","11","23","23","0","0","6","0","6","0","5","0","23860","5670","0","0","39130","3098","39130","3098","entry.mjs;registry.mjs","true","4","0","","true","8","0","","0","0"
"h04-issue-refactor","H","3","full","false","true","tool_limit","tool_limit","4","4","4","5","25","24","1","0","5","0","4","0","4","0","19229","4549","0","0","12630","1663","12630","1663","consumers/activity.mjs;consumers/list.mjs;consumers/search.mjs;normalize.mjs;serialize.mjs","true","3","0","","true","7","0","","0","1"
"h04-issue-refactor","H","3","baseline","true","true","completed","null","9","9","9","9","24","24","0","0","4","0","4","0","4","0","21471","5066","0","0","33972","2390","33972","2390","consumers/activity.mjs;consumers/list.mjs;consumers/search.mjs;normalize.mjs;serialize.mjs","true","3","0","","true","7","0","","0","0"
"h04-issue-refactor","H","3","context","false","true","tool_limit","tool_limit","8","8","8","8","25","24","1","0","5","0","4","0","4","0","18873","4455","0","0","28591","1608","28591","1608","consumers/activity.mjs;consumers/list.mjs;consumers/search.mjs;normalize.mjs;serialize.mjs","true","3","0","","true","7","0","","0","0"
"h04-issue-refactor","H","3","optimizer","false","true","tool_limit","tool_limit","7","7","7","8","26","24","2","0","6","0","4","0","4","0","22960","5450","0","0","26414","2180","26414","2180","consumers/activity.mjs;consumers/list.mjs;consumers/search.mjs;normalize.mjs;serialize.mjs","true","3","0","","true","7","0","","0","1"
"m01-report","S","3","baseline","false","false","completed","acceptance_test","5","5","5","5","8","8","0","0","2","0","2","0","2","0","13106","3128","0","0","9775","1715","9775","1715","parser.mjs;report.mjs","true","2","0","","false","4","1","overflow in row and aggregate is rejected","0","0"
"m01-report","S","3","context","false","false","completed","acceptance_test","6","6","6","6","9","9","0","0","3","0","3","0","2","0","13587","3238","0","0","13580","2263","13580","2263","parser.mjs;report.mjs","true","2","0","","false","4","1","overflow in row and aggregate is rejected","0","0"
"m01-report","S","3","optimizer","false","false","completed","acceptance_test","6","6","6","7","9","9","0","0","3","0","3","0","2","0","15464","3707","0","0","15379","2241","15379","2241","parser.mjs;report.mjs","true","2","0","","false","4","1","overflow in row and aggregate is rejected","0","1"
"m01-report","S","3","full","false","false","completed","acceptance_test","8","8","8","9","10","10","0","1","3","0","3","0","2","0","16121","3860","0","0","23616","2663","23616","2663","parser.mjs;report.mjs","true","2","0","","false","4","1","overflow in row and aggregate is rejected","0","1"
"m02-options","S","3","context","true","true","completed","null","6","6","6","6","12","12","0","0","4","0","4","0","3","0","12692","2986","0","0","12259","2197","12259","2197","defaults.mjs;formatter.mjs;resolver.mjs","true","2","0","","true","4","0","","0","0"
"m02-options","S","3","optimizer","true","true","completed","null","6","6","6","7","12","12","0","0","4","0","4","0","4","0","15207","3615","0","0","14574","1910","14574","1910","defaults.mjs;formatter.mjs;resolver.mjs","true","2","0","","true","4","0","","0","1"
"m02-options","S","3","full","false","false","completed","acceptance_test","8","8","8","9","14","14","0","1","5","0","5","0","4","0","21112","5070","0","0","25824","3558","25824","3558","defaults.mjs;formatter.mjs;resolver.mjs","true","2","0","","false","3","1","invalid overrides and values use specified errors","0","1"
"m02-options","S","3","baseline","true","true","completed","null","6","6","6","6","12","12","0","0","4","0","4","0","3","0","12672","2981","0","0","12255","2030","12255","2030","defaults.mjs;formatter.mjs;resolver.mjs","true","2","0","","true","4","0","","0","0"
